"20230619","gev_20230619_1708","2023/06/19 17:08:00","17:16:00","17:13:00","C2.4","S18W02","13335","20230619"
"20230619","gev_20230619_1709","2023/06/19 17:09:00","17:25:00","17:19:00","C2.6","S17W02","13335","20230619"
"20230619","gev_20230619_1725","2023/06/19 17:25:00","17:44:00","17:34:00","C2.3","S23W56","13342","20230619"
"20230619","gev_20230619_1839","2023/06/19 18:39:00","18:51:00","18:46:00","C2.2","S14W00","13335","20230619"
"20230620","gev_20230620_0017","2023/06/20 00:17:00","00:48:00","00:32:00","C4.4","S22W61","13342","20230620"
"20230620","gev_20230620_0234","2023/06/20 02:34:00","03:02:00","02:46:00","C2.5","S20W60","13342","20230620"
"20230620","gev_20230620_0306","2023/06/20 03:06:00","03:23:00","03:15:00","C2.8","S20W62","13342","20230620"
"20230620","gev_20230620_0325","2023/06/20 03:25:00","03:56:09","03:32:00","C4.8","S20E89","S20E89  (  )","20230620"
"20230620","gev_20230620_0447","2023/06/20 04:47:00","05:05:00","04:54:00","C6.0","N23E44","13340","20230620"
"20230620","gev_20230620_1047","2023/06/20 10:47:00","11:09:00","11:06:00","C8.6","S21W66","13342","20230620"
"20230620","gev_20230620_1109","2023/06/20 11:09:00","11:17:00","11:13:00","M1.1","S21W67","13342","20230620"
"20230620","gev_20230620_1117","2023/06/20 11:17:00","11:35:00","11:25:00","M1.8","S21W68","13342","20230620"
"20230620","gev_20230620_1342","2023/06/20 13:42:00","14:05:05","13:46:00","C3.3","S21W69","13342","20230620"
